FIPS_Code	State_Abbrv	Rate
12111	FL	169.00
12113	FL	182.67
12115	FL	197.67
12117	FL	184.33
12119	FL	182.67
12121	FL	197.00
12123	FL	182.67
12125	FL	197.00
12127	FL	183.67
12129	FL	182.67
12131	FL	182.67
12133	FL	182.67
13001	GA	154.33
13003	GA	144.33
13005	GA	154.33
13007	GA	144.33
13009	GA	144.33
13011	GA	171.67
13013	GA	171.67
13015	GA	171.67
13017	GA	144.33
13019	GA	144.33
13021	GA	144.33
13023	GA	144.33
13025	GA	154.33
13027	GA	144.33
13029	GA	154.33
13031	GA	154.33
13033	GA	162.00
13035	GA	144.33
13037	GA	144.33
13039	GA	154.33
13043	GA	154.33
13045	GA	171.67
13047	GA	171.67
13049	GA	154.33
13051	GA	154.33
13053	GA	144.33
13055	GA	171.67
13057	GA	171.67
13059	GA	171.67
13061	GA	144.33
13063	GA	171.67
13065	GA	154.33
13067	GA	171.67
13069	GA	144.33
13071	GA	144.33
13073	GA	162.00
13075	GA	144.33
13077	GA	171.67
13079	GA	144.33
13081	GA	144.33
13083	GA	171.67
13085	GA	171.67
13087	GA	144.33
13089	GA	171.67
13091	GA	144.33
13093	GA	144.33
13095	GA	144.33
13097	GA	171.67
13099	GA	144.33
13101	GA	154.33
13103	GA	154.33
13105	GA	162.00
13107	GA	162.00
13109	GA	154.33
13111	GA	171.67
13113	GA	171.67
13115	GA	171.67
13117	GA	171.67
13119	GA	171.67
13121	GA	171.67
13123	GA	171.67
13125	GA	162.00
13127	GA	154.33
13129	GA	171.67
13131	GA	144.33
13133	GA	171.67
13135	GA	171.67
13137	GA	171.67
13139	GA	171.67
13141	GA	144.33
13143	GA	171.67
13145	GA	144.33
13147	GA	171.67
13149	GA	171.67
13151	GA	171.67
13153	GA	144.33
13155	GA	144.33
13157	GA	171.67
13159	GA	144.33
13161	GA	154.33
13163	GA	162.00
13165	GA	162.00
13167	GA	144.33
13169	GA	144.33
13171	GA	144.33
13173	GA	144.33
13175	GA	144.33
13177	GA	144.33
13179	GA	154.33
13181	GA	162.00
13183	GA	154.33
13185	GA	144.33
13187	GA	171.67
13189	GA	162.00
13191	GA	154.33
13193	GA	144.33
13195	GA	171.67
13197	GA	144.33
13199	GA	144.33
13201	GA	144.33
13205	GA	144.33
13207	GA	144.33
13209	GA	144.33
13211	GA	171.67
13213	GA	171.67
13215	GA	144.33
13217	GA	171.67
13219	GA	171.67
13221	GA	171.67
13223	GA	171.67
13225	GA	144.33
13227	GA	171.67
13229	GA	154.33
13231	GA	144.33
13233	GA	171.67
13235	GA	144.33
13237	GA	144.33
13239	GA	144.33
13241	GA	171.67
13243	GA	144.33
13245	GA	162.00
13247	GA	171.67
13249	GA	144.33
13251	GA	162.00
13253	GA	144.33
13255	GA	171.67
13257	GA	171.67
13259	GA	144.33
13261	GA	144.33
13263	GA	144.33
13265	GA	162.00
13267	GA	154.33
13269	GA	144.33
13271	GA	144.33
13273	GA	144.33
13275	GA	144.33
13277	GA	144.33
13279	GA	154.33
13281	GA	171.67
13283	GA	144.33
13285	GA	144.33
13287	GA	144.33
13289	GA	144.33
13291	GA	171.67
13293	GA	144.33
13295	GA	171.67
13297	GA	171.67
13299	GA	154.33
13301	GA	162.00
13303	GA	162.00
13305	GA	154.33
13307	GA	144.33
13309	GA	144.33
13311	GA	171.67
13313	GA	171.67
13315	GA	144.33
13317	GA	162.00
13319	GA	144.33
13321	GA	144.33
15001	HI	240.00
15003	HI	240.00
15005	HI	240.00
15007	HI	240.00
15009	HI	240.00
16001	ID	173.33
16003	ID	173.33
16005	ID	173.33
16007	ID	173.33
16009	ID	173.33
16011	ID	173.33
16013	ID	173.33
16015	ID	173.33
16017	ID	173.33
16019	ID	173.33
16021	ID	173.33
16023	ID	173.33
16025	ID	173.33
16027	ID	173.33
16029	ID	173.33
16031	ID	173.33
16033	ID	173.33
16035	ID	173.33
16037	ID	173.33
16039	ID	173.33
16041	ID	173.33
16043	ID	173.33
16045	ID	173.33
16047	ID	173.33
16049	ID	173.33
16051	ID	173.33
16053	ID	173.33
16055	ID	173.33
16057	ID	173.33
16059	ID	173.33
16061	ID	173.33
16063	ID	173.33
16065	ID	173.33
16067	ID	173.33
16069	ID	173.33
16071	ID	173.33
16073	ID	173.33
16075	ID	173.33
16077	ID	173.33
16079	ID	173.33
16081	ID	173.33
16083	ID	173.33
16085	ID	173.33
16087	ID	173.33
17001	IL	159.00
17003	IL	159.00
17005	IL	159.00
17007	IL	165.67
17009	IL	159.00
17011	IL	164.67
17013	IL	159.00
17015	IL	165.67
17017	IL	159.00
17019	IL	174.33
17021	IL	159.00
17023	IL	174.33
17025	IL	159.00
17027	IL	159.00
17029	IL	174.33
17031	IL	205.67
17033	IL	174.33
17035	IL	174.33
17037	IL	165.67
17039	IL	174.33
17041	IL	174.33
17043	IL	205.67
17045	IL	174.33
17047	IL	174.33
17049	IL	159.00
17051	IL	159.00
17053	IL	174.33
17055	IL	159.00
17057	IL	164.67
17059	IL	159.00
17061	IL	159.00
17063	IL	205.67
17065	IL	159.00
17067	IL	164.67
17069	IL	159.00
17071	IL	158.33
17073	IL	158.33
17075	IL	174.33
17077	IL	159.00
17079	IL	174.33
17081	IL	159.00
17083	IL	159.00
17085	IL	165.67
17087	IL	159.00
17089	IL	205.67
17091	IL	205.67
17093	IL	205.67
17095	IL	164.67
17097	IL	205.67
17099	IL	164.67
17101	IL	174.33
17103	IL	165.67
17105	IL	174.33
17107	IL	159.00
17109	IL	164.67
17111	IL	165.67
17113	IL	164.67
17115	IL	159.00
17117	IL	159.00
17119	IL	159.00
17121	IL	159.00
17123	IL	164.67
17125	IL	164.67
17127	IL	159.00
17129	IL	159.00
17131	IL	158.33
17133	IL	159.00
17135	IL	159.00
17137	IL	159.00
17139	IL	174.33
17141	IL	165.67
17143	IL	164.67
17145	IL	159.00
17147	IL	174.33
17149	IL	159.00
17151	IL	159.00
17153	IL	159.00
17155	IL	164.67
17157	IL	159.00
17159	IL	174.33
17161	IL	158.33
17163	IL	159.00
17165	IL	159.00
17167	IL	159.00
17169	IL	164.67
17171	IL	159.00
17173	IL	159.00
17175	IL	164.67
17177	IL	165.67
17179	IL	164.67
17181	IL	159.00
17183	IL	174.33
17185	IL	174.33
17187	IL	158.33
17189	IL	159.00
17191	IL	159.00
17193	IL	174.33
17195	IL	158.33
17197	IL	205.67
17199	IL	159.00
17201	IL	165.67
17203	IL	164.67
18001	IN	167.00
18003	IN	167.00
18005	IN	174.00
18007	IN	172.67
18009	IN	167.00
18011	IN	174.00
18013	IN	174.00
18015	IN	172.67
18017	IN	172.67
18019	IN	174.00
18021	IN	174.00
18023	IN	172.67
18025	IN	166.67
18027	IN	166.67
18029	IN	174.00
18031	IN	174.00
18033	IN	167.00
18035	IN	174.00
18037	IN	166.67
18039	IN	177.00
18041	IN	174.00
18043	IN	166.67
18045	IN	172.67
18047	IN	174.00
18049	IN	177.00
18051	IN	166.67
18053	IN	167.00
18055	IN	174.00
18057	IN	174.00
18059	IN	174.00
18061	IN	166.67
18063	IN	174.00
18065	IN	174.00
18067	IN	172.67
18069	IN	167.00
18071	IN	174.00
18073	IN	205.67
18075	IN	167.00
18077	IN	174.00
18079	IN	174.00
18081	IN	174.00
18083	IN	166.67
18085	IN	177.00
18087	IN	167.00
18089	IN	205.67
18091	IN	177.00
18093	IN	174.00
18095	IN	174.00
18097	IN	174.00
18099	IN	177.00
18101	IN	166.67
18103	IN	172.67
18105	IN	174.00
18107	IN	172.67
18109	IN	174.00
18111	IN	205.67
18113	IN	167.00
18115	IN	174.00
18117	IN	166.67
18119	IN	174.00
18121	IN	172.67
18123	IN	166.67
18125	IN	166.67
18127	IN	205.67
18129	IN	166.67
18131	IN	177.00
18133	IN	174.00
18135	IN	167.00
18137	IN	174.00
18139	IN	174.00
18141	IN	177.00
18143	IN	174.00
18145	IN	174.00
18147	IN	166.67
18149	IN	177.00
18151	IN	167.00
18153	IN	166.67
18155	IN	174.00
18157	IN	172.67
18159	IN	174.00
18161	IN	174.00
18163	IN	166.67
18165	IN	172.67
18167	IN	174.00
18169	IN	167.00
18171	IN	172.67
18173	IN	166.67
18175	IN	174.00
18177	IN	174.00
18179	IN	167.00
18181	IN	172.67
18183	IN	167.00
19001	IA	188.67
19003	IA	188.67
19005	IA	167.33
19007	IA	188.67
19009	IA	188.67
19011	IA	167.33
19013	IA	167.33
19015	IA	188.67
19017	IA	167.33
19019	IA	167.33
19021	IA	188.67
19023	IA	167.33
19025	IA	188.67
19027	IA	188.67
19029	IA	188.67
19031	IA	158.33
19033	IA	188.67
19035	IA	188.67
19037	IA	167.33
19039	IA	188.67
19041	IA	188.67
19043	IA	167.33
19045	IA	158.33
19047	IA	188.67
19049	IA	188.67
19051	IA	188.67
19053	IA	188.67
19055	IA	167.33
19057	IA	158.33
19059	IA	188.67
19061	IA	167.33
19063	IA	188.67
19065	IA	167.33
19067	IA	167.33
19069	IA	188.67
19071	IA	188.67
19073	IA	188.67
19075	IA	167.33
19077	IA	188.67
19079	IA	188.67
19081	IA	188.67
19083	IA	188.67
19085	IA	188.67
19087	IA	158.33
19089	IA	167.33
19091	IA	188.67
19093	IA	188.67
19095	IA	167.33
19097	IA	158.33
19099	IA	188.67
19101	IA	167.33
19103	IA	167.33
19105	IA	167.33
19107	IA	167.33
19109	IA	188.67
19111	IA	158.33
19113	IA	167.33
19115	IA	158.33
19117	IA	188.67
19119	IA	188.67
19121	IA	188.67
19123	IA	188.67
19125	IA	188.67
19127	IA	188.67
19129	IA	188.67
19131	IA	167.33
19133	IA	188.67
19135	IA	188.67
19137	IA	188.67
19139	IA	158.33
19141	IA	188.67
19143	IA	188.67
19145	IA	188.67
19147	IA	188.67
19149	IA	188.67
19151	IA	188.67
19153	IA	188.67
19155	IA	188.67
19157	IA	188.67
19159	IA	188.67
19161	IA	188.67
19163	IA	158.33
19165	IA	188.67
19167	IA	188.67
19169	IA	188.67
19171	IA	167.33
19173	IA	188.67
19175	IA	188.67
19177	IA	158.33
19179	IA	188.67
19181	IA	188.67
19183	IA	167.33
19185	IA	188.67
19187	IA	188.67
19189	IA	188.67
19191	IA	167.33
19193	IA	188.67
19195	IA	188.67
19197	IA	188.67
20001	KS	181.00
20003	KS	181.00
20005	KS	175.33
20007	KS	161.00
20009	KS	161.00
20011	KS	175.33
20013	KS	181.00
20015	KS	161.00
20017	KS	161.00
20019	KS	161.00
20021	KS	175.33
20023	KS	161.00
20025	KS	161.00
20027	KS	181.00
20029	KS	181.00
20031	KS	181.00
20033	KS	161.00
20035	KS	161.00
20037	KS	175.33
20039	KS	161.00
20041	KS	181.00
20043	KS	175.33
20045	KS	181.00
20047	KS	161.00
20049	KS	161.00
20051	KS	161.00
20053	KS	161.00
20055	KS	161.00
20057	KS	161.00
20059	KS	181.00
20061	KS	181.00
20063	KS	161.00
20065	KS	161.00
20067	KS	161.00
20069	KS	161.00
20071	KS	161.00
20073	KS	161.00
20075	KS	161.00
20077	KS	161.00
20079	KS	161.00
20081	KS	161.00
20083	KS	175.33
20085	KS	181.00
20087	KS	181.00
20089	KS	181.00
20091	KS	175.33
20093	KS	161.00
20095	KS	161.00
20097	KS	161.00
20099	KS	161.00
20101	KS	161.00
20103	KS	175.33
20105	KS	161.00
20107	KS	175.33
20109	KS	161.00
20111	KS	181.00
20113	KS	161.00
20115	KS	161.00
20117	KS	181.00
20119	KS	161.00
20121	KS	175.33
20123	KS	161.00
20125	KS	161.00
20127	KS	181.00
20129	KS	161.00
20131	KS	181.00
20133	KS	181.00
20135	KS	161.00
20137	KS	161.00
20139	KS	181.00
20141	KS	161.00
20143	KS	161.00
20145	KS	161.00
20147	KS	161.00
20149	KS	181.00
20151	KS	161.00
20153	KS	161.00
20155	KS	161.00
20157	KS	181.00
20159	KS	161.00
20161	KS	181.00
20163	KS	161.00
20165	KS	161.00
20167	KS	161.00
20169	KS	161.00
20171	KS	161.00
20173	KS	161.00
20175	KS	161.00
20177	KS	181.00
20179	KS	161.00
20181	KS	161.00
20183	KS	161.00
20185	KS	161.00
20187	KS	161.00
20189	KS	161.00
20191	KS	161.00
20193	KS	161.00
20195	KS	161.00
20197	KS	181.00
20199	KS	161.00
20201	KS	181.00
20203	KS	161.00
20205	KS	161.00
20207	KS	181.00
20209	KS	175.33
21001	KY	163.00
21003	KY	181.00
21005	KY	163.00
21007	KY	166.67
21009	KY	181.00
21011	KY	163.00
21013	KY	163.00
21015	KY	163.00
21017	KY	163.00
21019	KY	163.00
