FIPS_Code	State_Abbrv	Rate
26157	MI	180
26159	MI	194
26161	MI	208
26163	MI	208
26165	MI	180
27001	MN	184
27003	MN	225
27005	MN	208
27007	MN	208
27009	MN	225
27011	MN	208
27013	MN	225
27015	MN	225
27017	MN	184
27019	MN	225
27021	MN	184
27023	MN	225
27025	MN	225
27027	MN	208
27029	MN	208
27031	MN	184
27033	MN	225
27035	MN	184
27037	MN	225
27039	MN	225
27041	MN	208
27043	MN	225
27045	MN	225
27047	MN	225
27049	MN	225
27051	MN	208
27053	MN	225
27055	MN	225
27057	MN	208
27059	MN	225
27061	MN	184
27063	MN	225
27065	MN	225
27067	MN	225
27069	MN	208
27071	MN	184
27073	MN	208
27075	MN	184
27077	MN	208
27079	MN	225
27081	MN	225
27083	MN	225
27085	MN	225
27087	MN	208
27089	MN	208
27091	MN	225
27093	MN	225
27095	MN	225
27097	MN	225
27099	MN	225
27101	MN	225
27103	MN	225
27105	MN	225
27107	MN	208
27109	MN	225
27111	MN	208
27113	MN	208
27115	MN	184
27117	MN	225
27119	MN	208
27121	MN	208
27123	MN	225
27125	MN	208
27127	MN	225
27129	MN	225
27131	MN	225
27133	MN	225
27135	MN	208
27137	MN	184
27139	MN	225
27141	MN	225
27143	MN	225
27145	MN	225
27147	MN	225
27149	MN	208
27151	MN	225
27153	MN	208
27155	MN	208
27157	MN	225
27159	MN	208
27161	MN	225
27163	MN	225
27165	MN	225
27167	MN	208
27169	MN	225
27171	MN	225
27173	MN	225
28001	MS	144
28003	MS	144
28005	MS	144
28007	MS	144
28009	MS	144
28011	MS	144
28013	MS	144
28015	MS	144
28017	MS	144
28019	MS	144
28021	MS	144
28023	MS	144
28025	MS	144
28027	MS	144
28029	MS	144
28031	MS	144
28033	MS	144
28035	MS	158
28037	MS	144
28039	MS	158
28041	MS	158
28043	MS	144
28045	MS	158
28047	MS	158
28049	MS	144
28051	MS	144
28053	MS	144
28055	MS	144
28057	MS	144
28059	MS	158
28061	MS	144
28063	MS	144
28065	MS	144
28067	MS	144
28069	MS	144
28071	MS	144
28073	MS	158
28075	MS	144
28077	MS	144
28079	MS	144
28081	MS	144
28083	MS	144
28085	MS	144
28087	MS	144
28089	MS	144
28091	MS	158
28093	MS	144
28095	MS	144
28097	MS	144
28099	MS	144
28101	MS	144
28103	MS	144
28105	MS	144
28107	MS	144
28109	MS	158
28111	MS	158
28113	MS	144
28115	MS	144
28117	MS	144
28119	MS	144
28121	MS	144
28123	MS	144
28125	MS	144
28127	MS	144
28129	MS	144
28131	MS	158
28133	MS	144
28135	MS	144
28137	MS	144
28139	MS	144
28141	MS	144
28143	MS	144
28145	MS	144
28147	MS	144
28149	MS	144
28151	MS	144
28153	MS	158
28155	MS	144
28157	MS	144
28159	MS	144
28161	MS	144
28163	MS	144
29001	MO	175
29003	MO	175
29005	MO	175
29007	MO	161
29009	MO	150
29011	MO	150
29013	MO	175
29015	MO	150
29017	MO	161
29019	MO	161
29021	MO	175
29023	MO	161
29025	MO	175
29027	MO	161
29029	MO	150
29031	MO	161
29033	MO	175
29035	MO	161
29037	MO	175
29039	MO	150
29041	MO	175
29043	MO	150
29045	MO	161
29047	MO	175
29049	MO	175
29051	MO	161
29053	MO	175
29055	MO	161
29057	MO	150
29059	MO	150
29061	MO	175
29063	MO	175
29065	MO	161
29067	MO	150
29069	MO	161
29071	MO	161
29073	MO	161
29075	MO	175
29077	MO	150
29079	MO	175
29081	MO	175
29083	MO	175
29085	MO	150
29087	MO	175
29089	MO	175
29091	MO	150
29093	MO	161
29095	MO	175
29097	MO	150
29099	MO	161
29101	MO	175
29103	MO	161
29105	MO	150
29107	MO	175
29109	MO	150
29111	MO	161
29113	MO	161
29115	MO	175
29117	MO	175
29119	MO	150
29121	MO	175
29123	MO	161
29125	MO	161
29127	MO	161
29129	MO	175
29131	MO	150
29133	MO	161
29135	MO	150
29137	MO	161
29139	MO	161
29141	MO	150
29143	MO	161
29145	MO	150
29147	MO	175
29149	MO	150
29151	MO	161
29153	MO	150
29155	MO	161
29157	MO	161
29159	MO	175
29161	MO	161
29163	MO	161
29165	MO	175
29167	MO	150
29169	MO	150
29171	MO	175
29173	MO	161
29175	MO	175
29177	MO	175
29179	MO	161
29181	MO	161
29183	MO	161
29185	MO	150
29186	MO	161
29187	MO	161
29189	MO	161
29195	MO	175
29197	MO	175
29199	MO	175
29201	MO	161
29203	MO	150
29205	MO	161
29207	MO	161
29209	MO	150
29211	MO	175
29213	MO	150
29215	MO	150
29217	MO	150
29219	MO	161
29221	MO	161
29223	MO	161
29225	MO	150
29227	MO	175
29229	MO	150
29510	MO	161
30001	MT	190
30003	MT	193
30005	MT	193
30007	MT	190
30009	MT	193
30011	MT	193
30013	MT	190
30015	MT	193
30017	MT	193
30019	MT	193
30021	MT	193
30023	MT	190
30025	MT	193
30027	MT	193
30029	MT	190
30031	MT	193
30033	MT	193
30035	MT	190
30037	MT	193
30039	MT	190
30041	MT	193
30043	MT	190
30045	MT	193
30047	MT	190
30049	MT	190
30051	MT	190
30053	MT	190
30055	MT	193
30057	MT	190
30059	MT	193
30061	MT	190
30063	MT	190
30065	MT	193
30067	MT	193
30069	MT	193
30071	MT	193
30073	MT	190
30075	MT	193
30077	MT	190
30079	MT	193
30081	MT	190
30083	MT	193
30085	MT	193
30087	MT	193
30089	MT	190
30091	MT	193
30093	MT	190
30095	MT	193
30097	MT	193
30099	MT	190
30101	MT	190
30103	MT	193
30105	MT	193
30107	MT	193
30109	MT	193
30111	MT	193
31001	NE	196
31003	NE	196
31005	NE	196
31007	NE	179
31009	NE	179
31011	NE	196
31013	NE	196
31015	NE	196
31017	NE	196
31019	NE	196
31021	NE	179
31023	NE	196
31025	NE	179
31027	NE	179
31029	NE	196
31031	NE	196
31033	NE	196
31035	NE	196
31037	NE	196
31039	NE	179
31041	NE	196
31043	NE	179
31045	NE	196
31047	NE	196
31049	NE	196
31051	NE	179
31053	NE	179
31055	NE	179
31057	NE	196
31059	NE	196
31061	NE	196
31063	NE	196
31065	NE	196
31067	NE	196
31069	NE	196
31071	NE	196
31073	NE	196
31075	NE	196
31077	NE	196
31079	NE	196
31081	NE	196
31083	NE	196
31085	NE	196
31087	NE	196
31089	NE	196
31091	NE	196
31093	NE	196
31095	NE	196
31097	NE	196
31099	NE	196
31101	NE	196
31103	NE	196
31105	NE	196
31107	NE	179
31109	NE	196
31111	NE	196
31113	NE	196
31115	NE	179
31117	NE	179
31119	NE	196
31121	NE	196
31123	NE	196
31125	NE	196
31127	NE	196
31129	NE	196
31131	NE	196
31133	NE	196
31135	NE	196
31137	NE	196
31139	NE	179
31141	NE	196
31143	NE	196
31145	NE	196
31147	NE	196
31149	NE	196
31151	NE	196
31153	NE	179
31155	NE	196
31157	NE	196
